"期間","排名","國家","出口總值(新臺幣千元)","百分比","備註"
"105年9月","9","馬來西亞","19831297","2.78",
"105年9月","10","德國","14228988","2",
"105年9月","11","泰國","12330920","1.73",
"105年9月","12","荷蘭","10479801","1.47",
"105年9月","13","英國","8724051","1.22",
"105年9月","14","澳大利亞","8011980","1.12",
"105年9月","15","印度","6997528","0.98",
"105年9月","16","印尼","6399233","0.9",
"105年9月","17","墨西哥","5422373","0.76",
"105年9月","18","加拿大","5367205","0.75",
"105年9月","19","義大利","3674496","0.51",
"105年9月","20","法國","3621236","0.5",
"105年9月","21","比利時","2569862","0.36",
"105年9月","22","巴西","2436740","0.34",
"105年9月","23","土耳其","2417846","0.34",
"105年9月","24","阿拉伯聯合大公國","2360817","0.33",
"105年9月","25","其他國家","2355055","0.33",
"105年9月","26","孟加拉","2292077","0.32",
"105年9月","27","俄羅斯","2267886","0.31",
"105年9月","28","沙烏地阿拉伯","2250354","0.31",
"105年9月","29","波蘭","1954109","0.27",
"105年9月","30","西班牙","1929082","0.27",
"105年8月","1","中國大陸","207477587","26.69",
"105年8月","2","香港","107021099","13.77",
"105年8月","3","美國","95670221","12.31",
"105年8月","4","日本","51375978","6.61",
"105年8月","5","新加坡","46003713","5.91",
"105年8月","6","南韓","35960987","4.62",
"105年8月","7","越南","25650575","3.3",
"105年8月","8","菲律賓","22962603","2.95",
"105年8月","9","馬來西亞","22829397","2.93",
"105年8月","10","德國","16424965","2.11",
"105年8月","11","泰國","15524428","1.99",
"105年8月","12","荷蘭","13783857","1.77",
"105年8月","13","英國","10118671","1.3",
"105年8月","14","澳大利亞","7376058","0.94",
"105年8月","15","印度","7321447","0.94",
"105年8月","16","印尼","6799145","0.87",
"105年8月","17","墨西哥","5694775","0.73",
"105年8月","18","加拿大","5587440","0.71",
"105年8月","19","義大利","5159412","0.66",
"105年8月","20","法國","4083173","0.52",
"105年8月","21","土耳其","3360504","0.43",
"105年8月","22","比利時","3124328","0.4",
"105年8月","23","阿拉伯聯合大公國","3042289","0.39",
"105年8月","24","巴西","2714748","0.34",
"105年8月","25","其他國家","2586635","0.33",
"105年8月","26","西班牙","2565448","0.33",
"105年8月","27","沙烏地阿拉伯","2510817","0.32",
"105年8月","28","孟加拉","2474752","0.31",
"105年8月","29","俄羅斯","2358406","0.3",
"105年8月","30","伊朗","2124917","0.27",
"105年7月","1","中國大陸","198309329","25.6",
"105年7月","2","香港","110567371","14.27",
"105年7月","3","美國","88648069","11.44",
"105年7月","4","日本","59223752","7.64",
"105年7月","5","新加坡","43939568","5.67",
"105年7月","6","南韓","35269469","4.55",
"105年7月","7","越南","25505257","3.29",
"105年7月","8","馬來西亞","23639323","3.05",
"105年7月","9","菲律賓","23212943","2.99",
"105年7月","10","德國","17110277","2.2",
"105年7月","11","泰國","14977713","1.93",
"105年7月","12","荷蘭","13182363","1.7",
"105年7月","13","英國","10330900","1.33",
"105年7月","14","印度","8410829","1.08",
"105年7月","15","印尼","8247389","1.06",
"105年7月","16","澳大利亞","7514409","0.97",
"105年7月","17","墨西哥","5848117","0.75",
"105年7月","18","加拿大","5341872","0.68",
"105年7月","19","法國","4307463","0.55",
"105年7月","20","義大利","4261981","0.55",
"105年7月","21","沙烏地阿拉伯","3504312","0.45",
"105年7月","22","土耳其","3429657","0.44",
"105年7月","23","阿拉伯聯合大公國","3291960","0.42",
"105年7月","24","比利時","2933100","0.37",
"105年7月","25","巴西","2743710","0.35",
"105年7月","26","俄羅斯","2656313","0.34",
"105年7月","27","其他國家","2348713","0.3",
"105年7月","28","波蘭","2306550","0.29",
"105年7月","29","西班牙","2187035","0.28",
"105年7月","30","伊朗","2013420","0.25",
"105年6月","1","中國大陸","179283767","24.16",
"105年6月","2","香港","100782756","13.58",
"105年6月","3","美國","94885511","12.78",
"105年6月","4","日本","52470688","7.07",
"105年6月","5","新加坡","43749182","5.89",
"105年6月","6","南韓","37998191","5.12",
"105年6月","7","菲律賓","25701974","3.46",
"105年6月","8","越南","25026765","3.37",
"105年6月","9","馬來西亞","21659107","2.91",
"105年6月","10","德國","15826168","2.13",
"105年6月","11","泰國","15112092","2.03",
"105年6月","12","荷蘭","11958999","1.61",
"105年6月","13","英國","9306631","1.25",
"105年6月","14","澳大利亞","9129269","1.23",
"105年6月","15","印度","6943835","0.93",
"105年6月","16","墨西哥","5377196","0.72",
"105年6月","17","加拿大","5086684","0.68",
"105年6月","18","印尼","5053404","0.68",
"105年6月","19","義大利","4892750","0.65",
"105年6月","20","法國","4175816","0.56",
"105年6月","21","阿拉伯聯合大公國","3724819","0.5",
"105年6月","22","沙烏地阿拉伯","3590617","0.48",
"105年6月","23","土耳其","3417966","0.46",
"105年6月","24","比利時","2895036","0.39",
"105年6月","25","巴西","2640939","0.35",
"105年6月","26","西班牙","2405597","0.32",
"105年6月","27","俄羅斯","2398989","0.32",
"105年6月","28","其他國家","2386288","0.32",
"105年6月","29","孟加拉","2207608","0.29",
"105年6月","30","以色列","2118505","0.28",
"105年5月","1","中國大陸","201246270","26.38",
"105年5月","2","香港","102024188","13.37",
"105年5月","3","美國","91739868","12.02",
"105年5月","4","日本","50277888","6.59",
"105年5月","5","新加坡","40526280","5.31",
"105年5月","6","南韓","32189249","4.22",
"105年5月","7","越南","27949458","3.66",
"105年5月","8","菲律賓","21979637","2.88",
"105年5月","9","馬來西亞","21108302","2.76",
"105年5月","10","德國","16344101","2.14",
"105年5月","11","泰國","16129855","2.11",
"105年5月","12","荷蘭","11965337","1.56",
"105年5月","13","英國","11054052","1.44",
"105年5月","14","澳大利亞","9979722","1.3",
"105年5月","15","印尼","8360567","1.09",
"105年5月","16","印度","8167359","1.07",
"105年5月","17","加拿大","5921501","0.77",
"105年5月","18","義大利","5875314","0.77",
"105年5月","19","墨西哥","5648028","0.74",
"105年5月","20","法國","4701430","0.61",
"105年5月","21","阿拉伯聯合大公國","4528434","0.59",
"105年5月","22","土耳其","3904826","0.51",
"105年5月","23","沙烏地阿拉伯","3591281","0.47",
"105年5月","24","比利時","2878217","0.37",
"105年5月","25","西班牙","2676518","0.35",
"105年5月","26","巴西","2519445","0.33",
"105年5月","27","孟加拉","2518911","0.33",
"105年5月","28","其他國家","2432984","0.31",
"105年5月","29","俄羅斯","2316535","0.3",
"105年5月","30","波蘭","2189604","0.28",
"105年4月","1","中國大陸","182879635","25.59",
"105年4月","2","香港","97230300","13.6",
"105年4月","3","美國","86685272","12.13",
"105年4月","4","日本","49363849","6.9",
"105年4月","5","新加坡","40010171","5.6",
"105年4月","6","南韓","30823233","4.31",
"105年4月","7","越南","26591935","3.72",
"105年4月","8","菲律賓","20114978","2.81",
"105年4月","9","馬來西亞","19509167","2.73",
"105年4月","10","德國","15413873","2.15",
"105年4月","11","泰國","13781113","1.92",
"105年4月","12","荷蘭","11667348","1.63",
"105年4月","13","英國","9703204","1.35",
"105年4月","14","印度","8265757","1.15",
"105年4月","15","印尼","7813159","1.09",
"105年4月","16","澳大利亞","7667757","1.07",
"105年4月","17","義大利","5498556","0.76",
"105年4月","18","墨西哥","5170814","0.72",
"105年4月","19","加拿大","5033645","0.7",
"105年4月","20","法國","4087601","0.57",
"105年4月","21","比利時","3911727","0.54",
"105年4月","22","土耳其","3703734","0.51",
"105年4月","23","沙烏地阿拉伯","3521577","0.49",
"105年4月","24","阿拉伯聯合大公國","3235970","0.45",
"105年4月","25","西班牙","2760650","0.38",
"105年4月","26","孟加拉","2499616","0.34",
"105年4月","27","巴西","2378013","0.33",
"105年4月","28","其他國家","2304874","0.32",
"105年4月","29","俄羅斯","2227495","0.31",
"105年4月","30","波蘭","2201777","0.3",
"105年3月","1","中國大陸","187175874","25.07",
"105年3月","2","香港","101488525","13.59",
"105年3月","3","美國","89490058","11.98",
"105年3月","4","日本","53437246","7.15",
"105年3月","5","新加坡","42259559","5.66",
"105年3月","6","南韓","32970217","4.41",
"105年3月","7","越南","28161159","3.77",
"105年3月","8","菲律賓","21717946","2.9",
"105年3月","9","馬來西亞","20460155","2.74",
"105年3月","10","德國","16361907","2.19",
"105年3月","11","泰國","15526639","2.08",
"105年3月","12","荷蘭","13597318","1.82",
"105年3月","13","英國","9768009","1.3",
"105年3月","14","印尼","8911984","1.19",
"105年3月","15","印度","8016695","1.07",
"105年3月","16","澳大利亞","6720027","0.9",
"105年3月","17","加拿大","6648743","0.89",
"105年3月","18","墨西哥","5599289","0.75",
"105年3月","19","義大利","5584864","0.74",
"105年3月","20","沙烏地阿拉伯","4118381","0.55",
"105年3月","21","土耳其","4041962","0.54",
"105年3月","22","法國","3912943","0.52",
"105年3月","23","阿拉伯聯合大公國","3518285","0.47",
"105年3月","24","孟加拉","3158663","0.42",
"105年3月","25","比利時","3025033","0.4",
"105年3月","26","巴西","3000368","0.4",
"105年3月","27","西班牙","2517469","0.33",
"105年3月","28","其他國家","2156930","0.28",
"105年3月","29","柬埔寨","2098823","0.28",
"105年3月","30","俄羅斯","1956140","0.26",
"105年2月","1","中國大陸","138848126","23.66",
"105年2月","2","美國","70833383","12.07",
"105年2月","3","香港","69221133","11.79",
"105年2月","4","日本","45892486","7.82",
"105年2月","5","新加坡","43295464","7.37",
"105年2月","6","南韓","29150211","4.96",
"105年2月","7","越南","20158308","3.43",
"105年2月","8","馬來西亞","17362773","2.95",
"105年2月","9","菲律賓","15115639","2.57",
"105年2月","10","德國","14118667","2.4",
"105年2月","11","泰國","12413024","2.11",
"105年2月","12","荷蘭","11152332","1.9",
"105年2月","13","英國","7782070","1.32",
"105年2月","14","印度","7079471","1.2",
"105年2月","15","印尼","5698902","0.97",
"105年2月","16","澳大利亞","5422502","0.92",
"105年2月","17","義大利","4877239","0.83",
"105年2月","18","加拿大","4870180","0.82",
"105年2月","19","墨西哥","4683747","0.79",
"105年2月","20","法國","3789702","0.64",
"105年2月","21","沙烏地阿拉伯","3656947","0.62",
"105年2月","22","阿拉伯聯合大公國","3096456","0.52",
"105年2月","23","土耳其","2903761","0.49",
"105年2月","24","比利時","2603784","0.44",
"105年2月","25","巴西","2155766","0.36",
"105年2月","26","其他國家","1949842","0.33",
"105年2月","27","俄羅斯","1938964","0.33",
"105年2月","28","波蘭","1882847","0.32",
"105年2月","29","孟加拉","1798702","0.3",
"105年2月","30","西班牙","1780051","0.3",
"105年1月","1","中國大陸","181894261","24.88",
"105年1月","2","香港","100455523","13.74",
"105年1月","3","美國","89397179","12.23",
"105年1月","4","日本","55313074","7.56",
"105年1月","5","新加坡","41883410","5.73",
"105年1月","6","南韓","31093614","4.25",
"105年1月","7","越南","23963807","3.27",
"105年1月","8","菲律賓","22025882","3.01",
"105年1月","9","馬來西亞","18831873","2.57",
"105年1月","10","德國","16702866","2.28",
"105年1月","11","泰國","14911019","2.04",
"105年1月","12","荷蘭","12735115","1.74",
"105年1月","13","英國","9907526","1.35",
"105年1月","14","澳大利亞","8601095","1.17",
"105年1月","15","印尼","7878292","1.07",
"105年1月","16","印度","7378969","1",
"105年1月","17","義大利","5537850","0.75",
"105年1月","18","沙烏地阿拉伯","5526799","0.75",
"105年1月","19","加拿大","5345464","0.73",
"105年1月","20","墨西哥","5266205","0.72",
"105年1月","21","法國","4363082","0.59",
"105年1月","22","比利時","3843209","0.52",
"105年1月","23","阿拉伯聯合大公國","3618573","0.49",
"105年1月","24","土耳其","3219398","0.44",
"105年1月","25","孟加拉","2672265","0.36",
"105年1月","26","西班牙","2518198","0.34",
"105年1月","27","巴西","2383198","0.32",
"105年1月","28","其他國家","2313345","0.31",
"105年1月","29","波蘭","2215667","0.3",
"105年1月","30","俄羅斯","2046361","0.27",
